# Results for 200 trials
# n   time (msec)
# ---------------
5  1
10  0
15  1
20  0
25  1
30  1
35  1
40  1
45  2
50  2
55  2
60  1
65  1
70  2
75  2
80  2
85  1
90  1
95  2
100  3
105  1
110  2
115  2
120  2
125  3
130  2
135  2
140  2
145  4
150  2
155  4
160  3
165  3
170  2
175  4
