# Results for 200 trials
# n   time (msec)
# ---------------
5  0
10  2
15  0
20  1
25  0
30  1
35  0
40  1
45  1
50  0
55  1
60  2
65  1
70  1
75  1
80  0
85  1
90  0
95  1
100  0
105  1
110  0
115  1
120  1
125  0
130  1
135  1
140  0
145  1
150  1
155  1
160  1
165  1
170  1
175  1
